trace_num,human_majority,human_agreement,human_Kavin,human_Fahim,human_Yurun,human_Daivik,human_Gerard,human_Gezheng,GPT (Kavin),GPT (Fahim),Llama (Kavin),Llama (Fahim),gpt_majority,llama_majority,all_llm_majority
100,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,RETRY,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX
292,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRY,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRY,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
116,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
14,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
407,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE
158,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
619,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
197,TOOL_FIX,0.83,TOOL_FIX,TOOL_FIX,TOOL_FIX,LOCAL_REPAIR,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
517,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
115,REPLAN,0.5,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,RETRY,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
322,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
84,REPLAN,0.67,REPLAN,TOOL_FIX,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
90,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
92,RETRY,0.5,LOCAL_REPAIR,RETRY,REPLAN,RETRY,REPLAN,RETRY,ESCALATE,TOOL_FIX,REPLAN,REPLAN,ESCALATE,REPLAN,REPLAN
414,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
287,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
442,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
410,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
23,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
2,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,ESCALATE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
20,LOCAL_REPAIR,0.5,LOCAL_REPAIR,RETRY,LOCAL_REPAIR,RETRY,LOCAL_REPAIR,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY
176,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRY,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX,RETRY
42,REPLAN,0.83,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
344,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
470,RETRIEVE_MORE,0.67,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
571,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
275,RETRY,1.0,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,REPLAN,RETRY,RETRY,REPLAN,RETRY
96,RETRY,0.5,LOCAL_REPAIR,REPLAN,REPLAN,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,REPLAN,RETRY,RETRY,RETRY
590,REPLAN,0.83,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
392,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
492,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
632,RETRY,0.67,RETRY,RETRY,RETRY,REPLAN,REPLAN,RETRY,RETRY,RETRY,ESCALATE,REPLAN,RETRY,ESCALATE,RETRY
600,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRY,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
531,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
4,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
244,TOOL_FIX,0.83,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
455,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
163,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
32,TOOL_FIX,0.83,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX,TOOL_FIX
499,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
623,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
481,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
259,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
283,TOOL_FIX,0.67,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
297,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
432,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
35,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX
194,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
329,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
333,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
564,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
549,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
132,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
199,REPLAN,0.67,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
60,TOOL_FIX,0.67,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
617,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
165,RETRY,0.5,LOCAL_REPAIR,RETRY,REPLAN,RETRY,LOCAL_REPAIR,RETRY,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
268,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
55,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
178,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
269,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
604,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
475,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
466,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRIEVE_MORE,TOOL_FIX,RETRY,TOOL_FIX
515,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
365,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
356,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
104,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
516,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
143,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
469,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
436,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
148,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
450,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
384,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
3,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,ESCALATE,ESCALATE,RETRIEVE_MORE,ESCALATE,RETRIEVE_MORE
630,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
247,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
124,LOCAL_REPAIR,0.83,TOOL_FIX,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
427,REPLAN,0.67,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
238,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
491,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
173,TOOL_FIX,0.83,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
289,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
346,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE
113,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
254,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
130,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
250,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRY,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX,RETRY
627,REPLAN,0.67,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
270,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
246,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
279,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
567,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
366,REPLAN,0.5,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
586,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN
428,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
614,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
347,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
157,RETRY,0.5,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY
276,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
171,REPLAN,1.0,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
152,REPLAN,0.5,REPLAN,REPLAN,LOCAL_REPAIR,LOCAL_REPAIR,LOCAL_REPAIR,REPLAN,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
397,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
330,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
317,RETRY,1.0,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY
633,RETRIEVE_MORE,1.0,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
99,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN
85,TOOL_FIX,1.0,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,REPLAN
